employee_id,department,job_level,location,employment_type,fte_percentage,tenure_years,time_in_current_role_years,performance_rating,engagement_score,base_salary_monthly,bonus_target_pct,turnover_risk_score,languages,technologies,training_hours_ytd,manager_id,hire_date,last_promotion_date
EMP-10222,IT,L3,Казань,Частичная,0.5,1.6,1.6,4.32,3.44,95666,0.0,0.156,"['Java', 'Python', 'Go']","['Kubernetes', 'React', 'PostgreSQL', 'Spark']",19,EMP-10038,2024-09-13,2024-12-05
EMP-10096,Marketing,L4,Екатеринбург,Полная занятость,1.0,7.5,0.5,1.28,3.22,323821,0.2,0.142,['JavaScript'],"['Cloud', 'PostgreSQL']",31,EMP-10318,2018-10-15,2019-02-22
EMP-10052,IT,L3,Екатеринбург,Полная занятость,1.0,0.5,0.4,3.51,4.28,177126,0.25,0.182,['Go'],"['Spark', 'Kubernetes', 'TensorFlow']",30,EMP-10383,2025-10-19,2025-10-19
EMP-10241,IT,L2,Екатеринбург,Полная занятость,1.0,3.9,3.3,3.68,4.37,149382,0.0,0.197,['Go'],"['Spark', 'Data Engineering', 'Node.js', 'Cloud']",26,EMP-10138,2022-06-10,2022-06-10
EMP-10299,IT,L3,Казань,Частичная,0.75,0.1,0.1,3.27,3.83,125076,0.1,0.245,"['Scala', 'Rust']","['DevOps', 'Docker']",22,EMP-10150,2026-03-10,2026-03-10
EMP-10305,Finance,L2,Москва,Полная занятость,1.0,11.4,1.2,3.83,4.37,271645,0.15,0.135,['Go'],"['Security', 'TensorFlow']",26,EMP-10202,2014-12-07,2015-12-09
EMP-10179,Sales,L1,СПб,Полная занятость,1.0,0.5,0.5,2.62,3.92,86653,0.25,0.193,"['TypeScript', 'C#', 'JavaScript']","['Spark', 'Docker', 'dbt']",25,,2025-11-07,2025-11-07
EMP-10042,Operations,L2,СПб,Полная занятость,1.0,0.7,0.7,2.92,3.44,152997,0.2,0.245,"['Scala', 'Python']","['Security', 'FastAPI', 'Data Engineering']",20,EMP-10297,2025-08-10,2025-11-22
EMP-10311,IT,L2,СПб,Полная занятость,1.0,0.2,0.2,4.89,3.68,149012,0.0,0.166,"['SQL', 'Go']","['FastAPI', 'TensorFlow', 'Cloud']",26,EMP-10034,2026-02-20,2026-02-20
EMP-10207,Legal,L3,Удаленно,Полная занятость,1.0,5.6,0.6,2.98,4.2,266556,0.0,0.142,"['Scala', 'Java', 'R']","['React', 'Spark', 'PostgreSQL']",17,EMP-10270,2020-10-06,2022-07-13
EMP-10255,HR,L3,Екатеринбург,Полная занятость,1.0,4.6,3.0,4.41,4.65,219582,0.25,0.138,"['Rust', 'TypeScript', 'C#']","['Airflow', 'Spark']",23,EMP-10354,2021-10-06,2021-12-13
EMP-10332,Operations,L2,СПб,Полная занятость,1.0,1.5,1.1,4.26,3.58,167455,0.25,0.27,['SQL'],"['Security', 'TensorFlow', 'React']",10,EMP-10246,2024-11-02,2024-11-02
EMP-10005,IT,L2,Москва,Полная занятость,1.0,2.7,0.3,2.36,4.47,192418,0.25,0.218,"['C#', 'SQL', 'Go']","['TensorFlow', 'React']",26,EMP-10186,2023-08-05,2026-01-08
EMP-10257,Sales,L2,Казань,Частичная,0.75,1.8,1.8,3.8,3.38,110576,0.15,0.234,"['SQL', 'Rust']","['Node.js', 'FastAPI', 'Airflow']",24,EMP-10035,2024-07-11,2026-03-30
EMP-10359,Sales,L1,Удаленно,Полная занятость,1.0,1.1,1.1,4.1,4.9,94992,0.25,0.203,"['Rust', 'SQL', 'R']","['DevOps', 'TensorFlow', 'React']",15,,2025-03-21,2025-12-06
EMP-10101,HR,L5,СПб,Полная занятость,1.0,0.9,0.9,4.03,4.01,483966,0.1,0.202,"['Java', 'Go']","['React', 'Spark']",25,EMP-10322,2025-05-24,2025-08-22
EMP-10227,Operations,L2,Екатеринбург,Полная занятость,1.0,5.7,1.0,3.82,4.32,160832,0.25,0.194,"['Java', 'TypeScript']","['Data Engineering', 'Kubernetes']",27,EMP-10126,2020-09-03,2022-10-03
EMP-10342,IT,L3,Казань,Полная занятость,1.0,0.1,0.1,2.37,4.45,136274,0.25,0.254,"['JavaScript', 'Go']","['Kubernetes', 'ML']",25,EMP-10312,2026-03-17,2026-03-17
EMP-10214,Legal,L4,Казань,Полная занятость,1.0,2.1,2.1,2.49,4.37,371873,0.25,0.143,"['Python', 'R', 'Go']","['Airflow', 'React']",12,EMP-10218,2024-03-16,2024-03-16
EMP-10172,Marketing,L3,Казань,Частичная,0.5,0.2,0.2,2.05,4.22,86679,0.25,0.231,['SQL'],"['Airflow', 'FastAPI', 'React']",14,EMP-10177,2026-03-04,2026-03-04
EMP-10099,Operations,L2,СПб,Контракт,0.75,1.5,0.1,4.76,2.8,138256,0.25,0.165,['C#'],"['PostgreSQL', 'Docker']",16,EMP-10152,2024-10-17,2025-11-21
EMP-10216,HR,L5,Казань,Полная занятость,1.0,0.8,0.8,2.97,4.35,376893,0.25,0.283,['Java'],"['Cloud', 'FastAPI']",14,EMP-10018,2025-07-25,2026-01-25
EMP-10062,Operations,L1,Казань,Полная занятость,1.0,8.7,0.3,3.98,3.17,116145,0.15,0.242,"['Rust', 'JavaScript']","['Kubernetes', 'ML', 'Node.js', 'dbt']",21,,2017-08-11,2022-02-08
EMP-10048,Finance,L2,Казань,Полная занятость,1.0,1.0,1.0,3.32,4.08,123946,0.2,0.277,"['C#', 'Scala', 'Rust']","['FastAPI', 'ML', 'Node.js', 'Airflow']",20,EMP-10133,2025-05-01,2025-05-19
EMP-10033,IT,L2,СПб,Полная занятость,1.0,5.8,5.8,4.25,4.58,203874,0.15,0.136,"['Scala', 'JavaScript']","['Kubernetes', 'ML', 'DevOps', 'Security']",21,EMP-10021,2020-07-05,2020-10-02
EMP-10268,Sales,L3,Удаленно,Полная занятость,1.0,5.4,1.8,1.98,4.39,322272,0.0,0.202,"['Rust', 'R']","['dbt', 'FastAPI']",24,EMP-10294,2020-12-17,2021-10-05
EMP-10201,IT,L5,Удаленно,Полная занятость,1.0,0.8,0.8,1.15,3.29,479490,0.1,0.206,"['Scala', 'Rust', 'JavaScript']","['TensorFlow', 'dbt', 'Airflow', 'Security']",23,EMP-10058,2025-07-13,2025-07-13
EMP-10357,Sales,L1,СПб,Частичная,0.5,1.1,1.1,3.3,3.37,60000,0.25,0.311,"['Rust', 'JavaScript']","['Node.js', 'Security']",26,,2025-03-28,2025-03-28
EMP-10028,Sales,L1,Москва,Полная занятость,1.0,2.4,0.1,4.13,4.13,117479,0.0,0.136,"['SQL', 'R', 'Java']","['dbt', 'Security', 'ML', 'Docker']",15,,2023-12-11,2025-02-19
EMP-10313,HR,L3,Казань,Полная занятость,1.0,1.5,1.5,1.52,2.76,221110,0.15,0.252,"['C#', 'JavaScript']","['Docker', 'Data Engineering', 'ML', 'Security']",23,EMP-10229,2024-11-02,2024-11-02
EMP-10231,Finance,L3,Екатеринбург,Контракт,0.75,1.8,1.8,1.68,3.29,140107,0.0,0.164,['Scala'],"['dbt', 'Kubernetes']",21,EMP-10009,2024-07-12,2024-07-12
EMP-10261,IT,L4,Екатеринбург,Полная занятость,1.0,4.2,0.8,3.64,4.77,295668,0.2,0.168,"['Rust', 'SQL']","['Security', 'React']",6,EMP-10271,2022-02-03,2023-10-12
EMP-10289,Marketing,L3,Москва,Полная занятость,1.0,1.1,0.6,4.06,4.64,248596,0.0,0.227,['Go'],"['Data Engineering', 'DevOps']",6,EMP-10204,2025-03-23,2025-03-23
EMP-10163,Finance,L3,Москва,Полная занятость,1.0,11.8,2.9,3.47,3.73,368524,0.15,0.191,['Go'],"['Docker', 'Cloud', 'TensorFlow', 'FastAPI']",5,EMP-10157,2014-07-01,2019-01-04
EMP-10371,Marketing,L4,Екатеринбург,Полная занятость,1.0,2.3,0.3,4.22,4.43,306716,0.0,0.157,['SQL'],"['dbt', 'Node.js', 'PostgreSQL']",2,EMP-10145,2024-01-03,2025-07-28
EMP-10139,Legal,L1,Москва,Полная занятость,1.0,8.4,2.2,2.75,3.54,154900,0.2,0.126,['Java'],"['Node.js', 'Airflow']",35,,2017-12-03,2020-07-27
EMP-10063,Finance,L3,Екатеринбург,Частичная,0.75,0.9,0.9,3.51,4.01,133936,0.15,0.268,"['R', 'Go']","['Docker', 'TensorFlow', 'Data Engineering', 'Cloud']",24,EMP-10231,2025-06-15,2025-06-15
EMP-10136,Sales,L3,Казань,Полная занятость,1.0,7.0,1.6,3.14,4.29,255366,0.15,0.139,"['R', 'Python']","['Docker', 'dbt', 'Cloud']",23,EMP-10237,2019-05-03,2020-01-20
EMP-10129,IT,L1,СПб,Частичная,0.75,3.7,3.5,4.69,4.93,89215,0.1,0.176,"['SQL', 'Python']","['Airflow', 'Node.js', 'Kubernetes']",36,,2022-08-03,2023-04-22
EMP-10009,HR,L4,Казань,Полная занятость,1.0,6.9,0.0,2.61,3.81,404567,0.2,0.177,['TypeScript'],"['Data Engineering', 'React', 'Airflow', 'Kubernetes']",34,EMP-10074,2019-06-08,2020-07-03
EMP-10065,Sales,L4,Удаленно,Полная занятость,1.0,1.3,1.3,1.61,4.49,307361,0.2,0.315,"['Go', 'Scala', 'Python']","['dbt', 'Data Engineering', 'Cloud', 'TensorFlow']",25,EMP-10251,2024-12-26,2024-12-26
EMP-10301,Operations,L4,СПб,Полная занятость,1.0,1.7,0.3,1.78,3.15,393177,0.0,0.13,"['Java', 'Scala']","['Docker', 'React']",34,EMP-10172,2024-08-23,2024-12-20
EMP-10015,IT,L2,Екатеринбург,Контракт,0.5,4.8,2.1,2.56,3.41,77787,0.25,0.161,"['SQL', 'Scala', 'JavaScript']","['ML', 'React', 'Airflow']",30,EMP-10085,2021-07-12,2024-05-12
EMP-10157,Marketing,L4,Екатеринбург,Полная занятость,1.0,6.5,1.9,4.22,3.49,321909,0.0,0.136,"['Python', 'C#']","['Docker', 'Security', 'Node.js']",32,EMP-10183,2019-10-15,2019-12-04
EMP-10041,Operations,L3,Удаленно,Полная занятость,1.0,3.1,2.7,4.27,3.14,285759,0.2,0.1,"['TypeScript', 'C#', 'Go']","['dbt', 'ML', 'Data Engineering']",15,EMP-10341,2023-03-28,2024-01-31
EMP-10367,Sales,L4,СПб,Полная занятость,1.0,5.2,2.2,4.09,3.58,457624,0.0,0.191,"['Java', 'JavaScript']","['FastAPI', 'Spark', 'Kubernetes']",14,EMP-10117,2021-01-31,2022-07-06
EMP-10324,Sales,L1,Екатеринбург,Полная занятость,1.0,1.6,1.6,3.99,4.11,73041,0.15,0.159,"['Java', 'JavaScript', 'C#']","['Security', 'Node.js', 'TensorFlow']",11,,2024-09-21,2025-07-16
EMP-10217,Sales,L5,Москва,Полная занятость,1.0,0.3,0.3,3.83,3.05,471004,0.0,0.155,['Rust'],"['Data Engineering', 'dbt', 'FastAPI']",21,EMP-10072,2026-01-07,2026-02-16
EMP-10280,Finance,L1,СПб,Полная занятость,1.0,0.7,0.7,2.58,3.68,105429,0.1,0.295,['SQL'],"['DevOps', 'Data Engineering', 'Airflow', 'Cloud']",38,,2025-09-02,2026-01-11
EMP-10347,IT,L5,СПб,Частичная,0.5,2.1,1.2,4.13,4.28,235148,0.15,0.149,['Python'],"['Airflow', 'DevOps']",15,EMP-10361,2024-03-30,2024-05-12
EMP-10237,Finance,L3,СПб,Контракт,0.75,0.4,0.4,2.78,4.54,167039,0.2,0.211,['R'],"['ML', 'Spark']",25,EMP-10040,2025-11-23,2025-11-23
EMP-10208,Sales,L3,Удаленно,Полная занятость,1.0,5.9,3.0,3.64,3.6,280694,0.1,0.156,"['Python', 'Scala', 'Java']","['PostgreSQL', 'dbt']",16,EMP-10085,2020-06-05,2022-07-28
EMP-10213,Legal,L3,Казань,Полная занятость,1.0,4.0,0.9,1.61,3.9,246177,0.0,0.164,"['SQL', 'Scala']","['ML', 'React', 'Docker']",9,EMP-10092,2022-05-16,2022-05-16
EMP-10296,Finance,L5,СПб,Полная занятость,1.0,2.4,0.8,3.39,3.72,531499,0.2,0.12,['Python'],"['Data Engineering', 'DevOps']",21,EMP-10187,2023-12-15,2024-02-14
EMP-10365,IT,L2,Москва,Полная занятость,1.0,8.6,0.8,1.71,5.0,232618,0.0,0.186,['TypeScript'],"['Security', 'ML']",20,EMP-10197,2017-09-18,2022-04-10
EMP-10252,IT,L1,Екатеринбург,Полная занятость,1.0,3.5,1.1,2.36,3.21,110779,0.25,0.233,"['Scala', 'C#']","['dbt', 'DevOps', 'Spark', 'Docker']",22,,2022-11-03,2024-01-11
