employee_id,department,job_level,location,employment_type,fte_percentage,tenure_years,time_in_current_role_years,performance_rating,engagement_score,base_salary_monthly,bonus_target_pct,turnover_risk_score,languages,technologies,training_hours_ytd,manager_id,hire_date,last_promotion_date
EMP-10016,IT,L4,Екатеринбург,Полная занятость,1.0,2.4,1.7,4.48,3.31,291642,0.15,0.168,['Java'],"['Node.js', 'Security', 'Kubernetes', 'React']",24,EMP-10225,2023-11-21,2024-11-26
EMP-10392,Legal,L3,Удаленно,Полная занятость,1.0,2.8,0.9,3.33,4.21,296649,0.25,0.154,['C#'],"['PostgreSQL', 'Node.js']",18,EMP-10154,2023-07-28,2023-09-12
EMP-10272,Sales,L1,Удаленно,Полная занятость,1.0,3.9,2.1,3.87,3.86,122640,0.25,0.154,['Go'],"['Security', 'PostgreSQL', 'FastAPI']",18,,2022-06-14,2023-03-30
EMP-10001,Finance,L2,Москва,Полная занятость,1.0,10.5,2.6,3.53,4.77,236988,0.25,0.184,['JavaScript'],"['Node.js', 'Cloud']",19,EMP-10045,2015-10-21,2017-03-03
EMP-10397,HR,L5,Москва,Полная занятость,1.0,0.8,0.8,4.71,3.28,500462,0.25,0.252,"['R', 'Scala']","['TensorFlow', 'Data Engineering']",10,EMP-10200,2025-07-15,2025-08-17
EMP-10115,Marketing,L4,Удаленно,Полная занятость,1.0,3.7,0.4,4.26,4.58,396548,0.25,0.151,['Scala'],"['Data Engineering', 'PostgreSQL', 'DevOps']",31,EMP-10155,2022-08-07,2023-10-12
EMP-10226,Marketing,L3,Удаленно,Контракт,0.75,0.2,0.1,4.2,4.06,145812,0.15,0.154,"['Python', 'Java']","['Node.js', 'ML', 'DevOps']",10,EMP-10284,2026-02-25,2026-02-25
EMP-10263,HR,L5,Удаленно,Контракт,0.5,0.6,0.6,4.84,3.34,212849,0.1,0.173,"['TypeScript', 'SQL', 'Java']","['Security', 'Cloud']",25,EMP-10192,2025-10-04,2025-10-04
EMP-10105,Finance,L2,Казань,Контракт,0.75,2.5,1.2,1.91,3.78,112890,0.2,0.211,['Python'],"['Security', 'dbt', 'Cloud']",14,EMP-10189,2023-11-12,2024-01-12
EMP-10396,Finance,L3,СПб,Полная занятость,1.0,2.9,2.7,2.13,3.45,235208,0.15,0.159,['Go'],"['ML', 'TensorFlow', 'DevOps']",21,EMP-10105,2023-06-26,2023-12-22
EMP-10194,HR,L3,СПб,Полная занятость,1.0,3.5,0.6,4.43,3.6,272706,0.15,0.193,"['Rust', 'TypeScript']","['dbt', 'Spark', 'Node.js']",18,EMP-10148,2022-11-07,2024-09-06
EMP-10262,Legal,L3,Удаленно,Полная занятость,1.0,15.0,1.2,4.83,3.15,314489,0.25,0.219,"['R', 'SQL', 'TypeScript']","['Docker', 'TensorFlow', 'Airflow']",13,EMP-10089,2011-05-05,2011-12-30
EMP-10058,IT,L2,СПб,Полная занятость,1.0,0.5,0.5,4.29,3.47,157337,0.1,0.158,['Java'],"['Airflow', 'Node.js', 'Security', 'Docker']",20,EMP-10311,2025-10-22,2025-10-22
EMP-10233,Marketing,L2,СПб,Полная занятость,1.0,0.0,0.0,4.68,5.0,134657,0.2,0.207,"['TypeScript', 'Go', 'C#']","['Cloud', 'Docker', 'Kubernetes']",27,EMP-10290,2026-04-18,2026-04-18
EMP-10117,Sales,L3,СПб,Полная занятость,1.0,0.7,0.7,3.36,3.47,220507,0.25,0.262,"['R', 'Scala']","['Node.js', 'Docker', 'Kubernetes', 'PostgreSQL']",21,EMP-10151,2025-08-08,2025-08-08
EMP-10114,Finance,L1,Москва,Полная занятость,1.0,0.8,0.8,4.38,3.81,104657,0.0,0.234,['C#'],"['dbt', 'Cloud']",35,,2025-07-24,2025-07-24
EMP-10343,Finance,L5,Казань,Полная занятость,1.0,6.2,2.0,3.41,3.98,527932,0.0,0.164,"['Java', 'Python']","['Node.js', 'Airflow', 'Security', 'Docker']",19,EMP-10173,2020-03-03,2020-04-14
EMP-10159,Finance,L3,Казань,Полная занятость,1.0,0.9,0.9,2.79,3.18,198328,0.1,0.242,['Rust'],"['DevOps', 'Security']",17,EMP-10023,2025-06-08,2025-06-08
EMP-10142,Sales,L1,Екатеринбург,Полная занятость,1.0,0.0,0.0,4.0,2.87,69029,0.15,0.222,"['C#', 'JavaScript']","['PostgreSQL', 'Node.js', 'Cloud']",17,,2026-04-22,2026-04-22
EMP-10382,Marketing,L6,Казань,Полная занятость,1.0,0.2,0.2,1.43,4.65,501710,0.1,0.212,"['Python', 'R', 'JavaScript']","['dbt', 'TensorFlow', 'Airflow', 'Spark']",17,EMP-10039,2026-02-17,2026-03-18
EMP-10056,Sales,L2,Удаленно,Частичная,0.75,3.9,0.5,3.35,3.21,131149,0.25,0.117,"['Go', 'SQL']","['Airflow', 'DevOps', 'Node.js']",23,EMP-10027,2022-06-23,2022-12-29
EMP-10077,IT,L3,СПб,Контракт,0.5,0.4,0.3,3.82,3.11,112607,0.15,0.163,"['Scala', 'Java']","['React', 'ML']",24,EMP-10073,2025-11-23,2025-11-23
EMP-10026,Operations,L2,Казань,Полная занятость,1.0,9.3,3.9,3.33,4.62,187610,0.25,0.152,"['R', 'Python', 'SQL']","['Kubernetes', 'React']",18,EMP-10290,2016-12-28,2017-10-30
EMP-10083,IT,L2,Казань,Частичная,0.5,15.0,0.1,1.57,3.65,94163,0.2,0.143,"['Rust', 'C#', 'Python']","['Data Engineering', 'dbt', 'Docker', 'PostgreSQL']",25,EMP-10321,2011-05-05,2014-05-13
EMP-10383,HR,L6,Удаленно,Полная занятость,1.0,0.1,0.1,2.43,4.66,624541,0.2,0.23,"['Scala', 'Java']","['dbt', 'React']",13,EMP-10207,2026-04-03,2026-04-03
EMP-10149,Operations,L2,Москва,Полная занятость,1.0,4.0,1.9,2.91,4.05,195818,0.1,0.153,"['SQL', 'Scala']","['TensorFlow', 'Cloud', 'Security', 'FastAPI']",29,EMP-10140,2022-05-18,2023-01-21
EMP-10182,Marketing,L5,Москва,Контракт,0.75,6.2,2.4,3.37,4.17,542197,0.0,0.153,['R'],"['Docker', 'DevOps']",20,EMP-10145,2020-03-08,2022-01-22
EMP-10023,Operations,L3,СПб,Полная занятость,1.0,0.2,0.2,4.1,4.01,209902,0.25,0.189,"['Rust', 'Go']","['Kubernetes', 'Node.js', 'TensorFlow']",29,EMP-10339,2026-03-03,2026-03-03
EMP-10174,Marketing,L2,Удаленно,Полная занятость,1.0,2.9,2.9,4.77,4.23,192617,0.1,0.162,"['Java', 'TypeScript']","['dbt', 'Security', 'Cloud', 'TensorFlow']",14,EMP-10326,2023-06-03,2024-06-15
EMP-10047,IT,L5,Екатеринбург,Полная занятость,1.0,1.7,1.6,4.69,4.53,444962,0.25,0.172,"['SQL', 'Rust', 'JavaScript']","['Spark', 'Airflow']",19,EMP-10287,2024-08-21,2024-08-21
EMP-10322,Finance,L5,Удаленно,Полная занятость,1.0,0.7,0.7,4.57,4.8,435684,0.0,0.193,['JavaScript'],"['Spark', 'Cloud', 'dbt', 'Docker']",7,EMP-10192,2025-08-20,2026-01-02
EMP-10339,IT,L4,Москва,Контракт,0.75,1.2,1.2,4.66,4.16,240016,0.0,0.198,['JavaScript'],"['TensorFlow', 'PostgreSQL', 'Security', 'Docker']",24,EMP-10045,2025-02-11,2025-02-11
EMP-10071,Operations,L5,Казань,Полная занятость,1.0,5.6,2.1,3.08,4.18,562413,0.1,0.224,['Go'],"['Airflow', 'FastAPI', 'TensorFlow', 'Docker']",24,EMP-10027,2020-09-30,2023-08-06
EMP-10375,Legal,L4,Удаленно,Полная занятость,1.0,1.8,0.8,2.79,3.54,332327,0.15,0.139,['JavaScript'],"['TensorFlow', 'DevOps']",9,EMP-10185,2024-07-10,2025-07-15
EMP-10040,IT,L3,Казань,Полная занятость,1.0,2.7,0.6,4.11,3.31,234630,0.15,0.154,"['Java', 'TypeScript', 'C#']","['Cloud', 'React', 'Docker', 'PostgreSQL']",20,EMP-10340,2023-09-03,2024-02-21
EMP-10224,Operations,L2,Москва,Полная занятость,1.0,0.0,0.0,4.31,4.15,152041,0.25,0.18,"['R', 'Java']","['Kubernetes', 'Data Engineering']",18,EMP-10165,2026-05-01,2026-05-01
EMP-10173,IT,L3,Екатеринбург,Полная занятость,1.0,13.9,0.4,3.2,3.91,242939,0.0,0.173,['C#'],"['dbt', 'TensorFlow']",31,EMP-10064,2012-06-08,2014-10-17
EMP-10031,Finance,L6,СПб,Полная занятость,1.0,2.6,2.0,4.73,5.0,770437,0.2,0.129,"['Rust', 'Go']","['FastAPI', 'TensorFlow', 'DevOps', 'Cloud']",18,EMP-10142,2023-09-29,2025-07-11
EMP-10153,Finance,L5,Москва,Полная занятость,1.0,0.5,0.5,3.94,3.7,452395,0.25,0.211,['Scala'],"['Node.js', 'PostgreSQL']",20,EMP-10217,2025-11-04,2026-01-15
EMP-10125,Sales,L5,СПб,Полная занятость,1.0,0.1,0.1,4.4,3.61,454199,0.2,0.168,['Scala'],"['Data Engineering', 'Kubernetes']",23,EMP-10233,2026-04-03,2026-04-03
EMP-10295,Sales,L4,Удаленно,Полная занятость,1.0,1.4,1.4,3.89,3.48,293559,0.25,0.224,"['TypeScript', 'JavaScript', 'Go']","['Spark', 'Cloud']",23,EMP-10346,2024-11-22,2024-11-22
EMP-10256,Marketing,L2,Удаленно,Контракт,0.75,3.3,1.0,3.46,3.74,141564,0.1,0.148,['C#'],"['FastAPI', 'Cloud', 'TensorFlow']",19,EMP-10179,2023-01-24,2023-06-23
EMP-10079,Marketing,L4,Казань,Полная занятость,1.0,2.9,0.0,3.69,3.52,301250,0.1,0.145,"['C#', 'TypeScript', 'Go']","['DevOps', 'Cloud']",20,EMP-10346,2023-06-19,2024-01-21
EMP-10102,IT,L1,Москва,Полная занятость,1.0,1.3,0.6,1.46,4.11,112522,0.0,0.376,"['R', 'TypeScript']","['Node.js', 'ML']",24,,2025-01-25,2025-09-26
EMP-10032,IT,L3,Удаленно,Частичная,0.75,0.3,0.3,2.27,3.41,135248,0.0,0.256,['Rust'],"['dbt', 'Node.js', 'Kubernetes', 'FastAPI']",20,EMP-10058,2026-01-18,2026-01-18
EMP-10353,Sales,L2,Екатеринбург,Частичная,0.75,1.2,0.9,3.64,4.11,89547,0.25,0.248,"['Python', 'Scala', 'TypeScript']","['dbt', 'React']",28,EMP-10312,2025-02-09,2025-02-09
EMP-10269,IT,L3,Екатеринбург,Частичная,0.75,0.9,0.9,4.13,3.67,131434,0.1,0.192,"['Rust', 'Scala', 'Java']","['Kubernetes', 'Cloud']",8,EMP-10153,2025-06-07,2025-07-22
EMP-10395,HR,L2,Екатеринбург,Полная занятость,1.0,2.5,2.5,3.52,4.2,153607,0.1,0.171,"['Scala', 'SQL']","['DevOps', 'Kubernetes']",20,EMP-10028,2023-11-18,2025-07-07
EMP-10074,HR,L5,СПб,Частичная,0.75,12.7,6.9,2.31,3.86,515784,0.0,0.125,"['Go', 'C#']","['Security', 'PostgreSQL', 'TensorFlow']",24,EMP-10313,2013-08-20,2015-09-17
EMP-10321,IT,L4,СПб,Полная занятость,1.0,9.3,0.5,3.31,4.64,452928,0.1,0.207,['Rust'],"['DevOps', 'Docker', 'PostgreSQL', 'Data Engineering']",28,EMP-10175,2017-01-22,2019-06-16
EMP-10141,HR,L3,Удаленно,Полная занятость,1.0,0.3,0.3,3.02,3.13,176826,0.25,0.225,['C#'],"['Security', 'FastAPI', 'Node.js', 'React']",20,EMP-10077,2026-01-28,2026-01-28
EMP-10006,Marketing,L2,Москва,Полная занятость,1.0,0.2,0.2,2.91,4.1,164144,0.2,0.197,['SQL'],"['TensorFlow', 'Data Engineering', 'Cloud']",33,EMP-10143,2026-02-07,2026-02-07
EMP-10046,Finance,L4,Казань,Полная занятость,1.0,3.8,1.5,2.23,3.68,270794,0.2,0.139,['Python'],"['FastAPI', 'Spark', 'TensorFlow', 'Cloud']",11,EMP-10113,2022-07-04,2023-03-04
EMP-10389,Sales,L2,Казань,Полная занятость,1.0,6.1,1.7,2.85,3.14,165931,0.1,0.198,"['R', 'SQL', 'Rust']","['Airflow', 'React', 'PostgreSQL', 'dbt']",23,EMP-10256,2020-03-13,2022-05-08
EMP-10247,Finance,L2,Казань,Полная занятость,1.0,3.6,0.6,3.89,3.49,143599,0.2,0.217,"['C#', 'TypeScript']","['TensorFlow', 'PostgreSQL']",25,EMP-10169,2022-09-29,2025-12-31
EMP-10228,Marketing,L2,Удаленно,Полная занятость,1.0,1.5,0.1,3.67,4.02,173586,0.1,0.19,"['Rust', 'R']","['ML', 'Node.js', 'Spark', 'Docker']",23,EMP-10072,2024-11-07,2024-11-07
EMP-10370,Sales,L3,Екатеринбург,Полная занятость,1.0,3.6,0.0,1.86,3.96,257724,0.0,0.135,"['Java', 'Python', 'Go']","['Kubernetes', 'React']",22,EMP-10340,2022-09-16,2022-09-16
EMP-10177,Finance,L4,Екатеринбург,Полная занятость,1.0,1.2,0.9,2.52,3.1,235401,0.2,0.249,"['Rust', 'Scala', 'Go']","['React', 'Security']",21,EMP-10126,2025-03-03,2025-03-03
EMP-10290,Marketing,L5,Екатеринбург,Частичная,0.75,2.5,1.4,4.14,3.84,372366,0.0,0.101,"['SQL', 'Scala', 'JavaScript']","['Security', 'Cloud', 'FastAPI']",23,EMP-10262,2023-11-14,2024-02-03
EMP-10004,IT,L3,СПб,Контракт,0.75,0.7,0.7,3.78,3.84,147021,0.15,0.213,['C#'],"['Cloud', 'Docker']",23,EMP-10310,2025-08-13,2025-08-13
EMP-10019,IT,L5,Казань,Полная занятость,1.0,1.4,0.9,3.01,4.28,393438,0.2,0.159,['R'],"['PostgreSQL', 'Airflow', 'Data Engineering', 'TensorFlow']",21,EMP-10098,2024-11-21,2025-01-14
EMP-10203,Finance,L4,Казань,Частичная,0.75,2.0,2.0,3.62,3.25,210175,0.15,0.154,['SQL'],"['ML', 'FastAPI', 'Airflow']",27,EMP-10128,2024-05-06,2025-07-28
EMP-10251,Finance,L1,СПб,Полная занятость,1.0,0.5,0.5,4.5,4.59,98545,0.2,0.203,['JavaScript'],"['Node.js', 'Kubernetes', 'Spark']",20,,2025-11-03,2025-11-03
EMP-10275,IT,L3,Москва,Полная занятость,1.0,15.0,0.3,4.45,3.25,369621,0.0,0.09,"['TypeScript', 'Rust', 'Scala']","['Docker', 'PostgreSQL', 'DevOps']",14,EMP-10375,2011-05-05,2013-01-10
EMP-10064,IT,L4,Казань,Полная занятость,1.0,1.3,1.3,3.83,3.73,304678,0.2,0.174,"['TypeScript', 'Python', 'Rust']","['TensorFlow', 'Docker', 'ML']",27,EMP-10109,2024-12-27,2025-01-16
EMP-10249,Sales,L3,Казань,Контракт,0.5,6.7,0.5,2.6,4.6,114736,0.1,0.233,"['Go', 'C#']","['Docker', 'Cloud', 'PostgreSQL']",12,EMP-10304,2019-09-07,2023-10-07
EMP-10302,IT,L2,Казань,Частичная,0.75,0.4,0.4,3.72,3.82,80278,0.2,0.196,['Scala'],"['Data Engineering', 'Kubernetes']",11,EMP-10031,2025-12-04,2025-12-04
EMP-10109,Operations,L4,Москва,Частичная,0.75,2.3,0.9,4.35,3.53,292177,0.1,0.184,"['TypeScript', 'Java']","['Airflow', 'FastAPI']",27,EMP-10186,2024-01-27,2024-10-27
EMP-10091,Legal,L3,СПб,Полная занятость,1.0,1.4,1.4,3.96,4.66,219156,0.0,0.237,['Scala'],"['PostgreSQL', 'Docker']",15,EMP-10226,2024-12-12,2024-12-12
EMP-10234,IT,L1,СПб,Полная занятость,1.0,0.7,0.7,2.54,3.67,100638,0.25,0.329,['Python'],"['Cloud', 'Kubernetes', 'TensorFlow', 'Spark']",11,,2025-09-02,2026-03-13
EMP-10336,Finance,L3,Екатеринбург,Полная занятость,1.0,0.3,0.3,3.84,3.08,182165,0.2,0.21,"['Scala', 'Python', 'C#']","['TensorFlow', 'dbt']",15,EMP-10275,2026-01-03,2026-02-08
EMP-10119,HR,L3,Казань,Полная занятость,1.0,2.3,2.1,2.92,4.46,224567,0.15,0.165,['C#'],"['Docker', 'React', 'Security']",19,EMP-10079,2024-01-15,2024-02-20
EMP-10221,IT,L4,Казань,Контракт,0.75,1.8,0.8,4.22,3.74,195797,0.15,0.159,"['Scala', 'JavaScript']","['Kubernetes', 'Data Engineering', 'Security', 'TensorFlow']",16,EMP-10332,2024-07-03,2025-05-30
EMP-10181,Sales,L2,СПб,Частичная,0.75,5.3,1.8,3.17,3.07,161716,0.2,0.259,['Rust'],"['dbt', 'Airflow']",3,EMP-10158,2021-01-10,2025-08-02
EMP-10315,IT,L3,Казань,Полная занятость,1.0,0.4,0.1,3.97,3.62,204894,0.0,0.211,['Scala'],"['Data Engineering', 'React', 'Spark', 'dbt']",15,EMP-10196,2025-11-20,2025-12-19
EMP-10374,Operations,L4,Казань,Полная занятость,1.0,0.4,0.4,2.2,3.91,242644,0.1,0.285,['SQL'],"['Node.js', 'FastAPI', 'Cloud', 'Security']",28,EMP-10234,2025-12-10,2025-12-10
EMP-10381,Sales,L1,Екатеринбург,Частичная,0.5,0.7,0.1,3.39,3.82,60000,0.1,0.186,"['Scala', 'R', 'SQL']","['Kubernetes', 'React', 'Node.js']",7,,2025-08-09,2025-08-09
EMP-10240,Sales,L1,Удаленно,Полная занятость,1.0,6.3,1.6,2.55,4.57,106426,0.2,0.211,"['Rust', 'Java']","['Docker', 'dbt', 'Kubernetes']",26,,2020-01-28,2022-11-12
EMP-10076,IT,L1,Казань,Полная занятость,1.0,3.7,0.9,2.6,4.15,104606,0.2,0.208,"['Go', 'Python', 'Java']","['Security', 'Node.js', 'FastAPI']",30,,2022-08-23,2025-08-20
EMP-10248,Sales,L2,Казань,Частичная,0.5,4.7,0.9,3.47,4.91,69111,0.2,0.151,"['R', 'Java']","['Airflow', 'Docker', 'ML']",14,EMP-10164,2021-08-25,2023-04-26
EMP-10111,Finance,L1,Екатеринбург,Контракт,0.5,0.3,0.3,3.41,3.32,60000,0.25,0.245,"['JavaScript', 'Java']","['Cloud', 'TensorFlow']",21,,2026-01-08,2026-02-17
EMP-10017,Operations,L6,Казань,Полная занятость,1.0,6.7,0.7,2.37,4.0,697318,0.25,0.172,['TypeScript'],"['DevOps', 'PostgreSQL']",16,EMP-10118,2019-08-17,2020-05-09
EMP-10067,Finance,L3,Удаленно,Полная занятость,1.0,0.9,0.9,1.69,3.78,203738,0.15,0.37,"['C#', 'Scala', 'TypeScript']","['Docker', 'Node.js', 'Airflow']",16,EMP-10157,2025-06-21,2025-06-21
EMP-10154,IT,L2,Удаленно,Полная занятость,1.0,5.0,1.0,1.92,4.02,186616,0.25,0.212,['Java'],"['Kubernetes', 'React']",31,EMP-10235,2021-04-25,2022-05-21
EMP-10008,Finance,L2,СПб,Полная занятость,1.0,0.6,0.6,3.75,3.95,143667,0.1,0.268,"['Scala', 'Java']","['React', 'Docker', 'Spark', 'DevOps']",16,EMP-10017,2025-09-19,2025-09-19
EMP-10020,IT,L4,Казань,Полная занятость,1.0,0.9,0.9,4.1,2.79,248415,0.15,0.226,"['Python', 'SQL']","['DevOps', 'Kubernetes', 'Node.js']",25,EMP-10056,2025-06-25,2025-08-12
EMP-10138,Legal,L4,Москва,Полная занятость,1.0,0.2,0.2,2.76,3.84,330514,0.0,0.218,"['Java', 'TypeScript', 'Rust']","['dbt', 'ML', 'DevOps', 'Airflow']",28,EMP-10176,2026-02-27,2026-02-27
EMP-10356,HR,L4,Екатеринбург,Полная занятость,1.0,0.4,0.4,4.62,4.97,225634,0.15,0.255,"['TypeScript', 'Java', 'Rust']","['FastAPI', 'React']",12,EMP-10260,2025-12-08,2025-12-08
EMP-10350,IT,L4,Москва,Полная занятость,1.0,11.5,2.0,2.49,4.61,560909,0.2,0.174,"['Java', 'R', 'Scala']","['Security', 'React']",30,EMP-10263,2014-10-29,2015-02-17
EMP-10132,Marketing,L2,Удаленно,Полная занятость,1.0,6.8,3.4,1.75,2.73,219798,0.25,0.154,['C#'],"['PostgreSQL', 'Kubernetes']",19,EMP-10041,2019-07-02,2020-08-31
EMP-10388,Marketing,L6,Казань,Полная занятость,1.0,6.5,1.4,2.76,3.13,818333,0.1,0.358,"['Java', 'SQL', 'C#']","['Data Engineering', 'Airflow']",29,EMP-10367,2019-11-13,2025-11-03
EMP-10293,IT,L1,Удаленно,Полная занятость,1.0,0.1,0.1,2.98,3.65,82114,0.0,0.316,"['JavaScript', 'TypeScript', 'R']","['Node.js', 'Spark', 'Security']",20,,2026-03-16,2026-03-16
EMP-10387,IT,L4,СПб,Полная занятость,1.0,4.5,0.2,2.8,2.69,428250,0.0,0.2,"['Go', 'Scala']","['dbt', 'Docker', 'Node.js', 'Cloud']",17,EMP-10085,2021-11-17,2022-10-24
EMP-10298,IT,L2,Москва,Полная занятость,1.0,2.8,0.3,2.1,2.82,228020,0.0,0.212,['Python'],"['ML', 'Data Engineering', 'Spark', 'dbt']",14,EMP-10206,2023-08-01,2025-05-05
EMP-10061,Finance,L1,Москва,Частичная,0.5,2.4,1.8,2.11,4.87,60938,0.0,0.111,"['C#', 'TypeScript']","['Cloud', 'dbt', 'React', 'Docker']",16,,2023-12-07,2024-07-16
EMP-10080,Operations,L2,Екатеринбург,Полная занятость,1.0,0.6,0.2,3.81,3.54,125721,0.2,0.243,['Go'],"['PostgreSQL', 'DevOps', 'Spark', 'ML']",27,EMP-10266,2025-09-09,2025-09-09
EMP-10286,IT,L3,Екатеринбург,Полная занятость,1.0,0.4,0.4,2.47,3.21,162735,0.1,0.275,"['Go', 'Python', 'R']","['Data Engineering', 'dbt', 'PostgreSQL', 'TensorFlow']",20,EMP-10383,2025-11-19,2025-11-19
EMP-10306,Finance,L5,Удаленно,Полная занятость,1.0,3.4,2.7,3.62,3.83,650053,0.25,0.156,"['SQL', 'Java']","['ML', 'Spark']",20,EMP-10056,2022-12-02,2025-05-15
EMP-10282,IT,L4,Москва,Полная занятость,1.0,5.0,0.7,3.9,3.96,431569,0.1,0.185,['SQL'],"['Cloud', 'Docker', 'TensorFlow', 'Security']",25,EMP-10196,2021-05-04,2022-02-17
EMP-10158,HR,L2,Удаленно,Полная занятость,1.0,0.3,0.3,4.83,3.48,132503,0.1,0.25,"['SQL', 'TypeScript', 'JavaScript']","['DevOps', 'Docker', 'dbt', 'TensorFlow']",29,EMP-10399,2026-01-19,2026-01-19
EMP-10110,IT,L1,Удаленно,Полная занятость,1.0,8.1,1.2,3.68,3.92,133393,0.0,0.137,"['Python', 'C#', 'Go']","['Data Engineering', 'Cloud', 'Airflow']",18,,2018-03-20,2019-09-26
EMP-10018,Finance,L5,Москва,Полная занятость,1.0,4.7,2.4,3.33,4.18,696042,0.0,0.344,"['Java', 'SQL', 'Python']","['TensorFlow', 'Docker']",30,EMP-10264,2021-08-11,2023-06-05
